id,nazov_piva,pivovar,mesto,kraj,hodnotenie,sezonnost,skupina_piv,styl,stupnovitost,alkohol_percento,horkost_IBU,pivovar_matched,pivovar_original,pivovar_id_1,pivovar_id_2
821,Helter Skelter Meruňka a Mandarinka,Crazy Clown,Praha,Hlavní město Praha,5.5,Neuvedené,"meruňkové pivo ( ovocné pivo , ochucené pivo ) mandarinkové pivo ( ovocné pivo , ochucené pivo )",Gose,11,4.099999904632568,Neuvedené,Crazy Clown,Crazy Clown,440,NULL
822,Helter Skelter Opuncie a Ostružina,Crazy Clown,Praha,Hlavní město Praha,4.5,Neuvedené,"nopálové pivo ( ochucené pivo ) ostružinové pivo ( ovocné pivo , ochucené pivo )",Gose,11,4.099999904632568,Neuvedené,Crazy Clown,Crazy Clown,440,NULL
823,Helter Skelter Ostružina a červený rybíz,Crazy Clown,Praha,Hlavní město Praha,6.5,Neuvedené,"ostružinové pivo ( ovocné pivo , ochucené pivo ) ovocné pivo ( ochucené pivo )",Gose,11,4.099999904632568,Neuvedené,Crazy Clown,Crazy Clown,440,NULL
824,Helter Skelter Tzatziki,Crazy Clown,Praha,Hlavní město Praha,6.300000190734863,Neuvedené,okurkové pivo ( ochucené pivo ) ochucené pivo,Gose,11,4.099999904632568,Neuvedené,Crazy Clown,Crazy Clown,440,NULL
825,Helter Skelter Ústřicová omáčka,Crazy Clown,Praha,Hlavní město Praha,6.5,Neuvedené,ochucené pivo,Gose,12,NULL,Neuvedené,Crazy Clown,Crazy Clown,440,NULL
826,Humpty Dumpty,Crazy Clown,Praha,Hlavní město Praha,6.5,Neuvedené,"ovocné pivo ( ochucené pivo ) kvajávové pivo ( ovocné pivo , ochucené pivo ) ananasové pivo ( ovocné pivo , ochucené pivo ) marakujové pivo ( ovocné pivo , ochucené pivo ) papájové pivo ( ovocné pivo , ochucené pivo )",Pale Ale ( Ale ),14,NULL,Neuvedené,Crazy Clown,Crazy Clown,440,NULL
827,Cherry Berry,Crazy Clown,Praha,Hlavní město Praha,7,Neuvedené,"višňové pivo ( ovocné pivo , ochucené pivo )",Sour Ale,9,3.5,Neuvedené,Crazy Clown,Crazy Clown,440,NULL
828,I'm Jack's Wasted Life,Crazy Clown,Praha,Hlavní město Praha,7,Neuvedené,ovocné pivo ( ochucené pivo ),"New England IPA ( India Pale Ale , Ale )",14,5.800000190734863,Neuvedené,Crazy Clown,Crazy Clown,440,NULL
829,Ka-Boom,Crazy Clown,Praha,Hlavní město Praha,6.800000190734863,Neuvedené,ochucené pivo,India Pale Ale ( Ale ),12,NULL,Neuvedené,Crazy Clown,Crazy Clown,440,NULL
830,Killer Clown,Crazy Clown,Praha,Hlavní město Praha,7,Neuvedené,"papájové pivo ( ovocné pivo , ochucené pivo )","Red IPA ( India Pale Ale , Ale )",16,6.400000095367432,Neuvedené,Crazy Clown,Crazy Clown,440,NULL
831,Kiwicked,Crazy Clown,Praha,Hlavní město Praha,5.800000190734863,Neuvedené,"kiwi pivo ( ovocné pivo , ochucené pivo )",Wheat Ale,14,6.199999809265137,Neuvedené,Crazy Clown,Crazy Clown,440,NULL
832,La Cocaína,Crazy Clown,Praha,Hlavní město Praha,5.300000190734863,Neuvedené,"maté pivo ( bylinné pivo , ochucené pivo ) ochucené pivo","Session IPA ( India Pale Ale , Ale )",9,3.4000000953674316,Neuvedené,Crazy Clown,Crazy Clown,440,NULL
833,Laura Craft,Crazy Clown,Praha,Hlavní město Praha,6.300000190734863,Neuvedené,"pepřové pivo ( kořeněné pivo , ochucené pivo ) bylinné pivo ( ochucené pivo )",Premium Lager,12,5.300000190734863,Neuvedené,Crazy Clown,Crazy Clown,440,NULL
834,Les Fleurs du Mal,Crazy Clown,Praha,Hlavní město Praha,7,Neuvedené,ochucené pivo,Dunkler Weizenbock ( Weizenbock ),16,NULL,Neuvedené,Crazy Clown,Crazy Clown,440,NULL
835,Liebe Ist Für Alle Da,Crazy Clown,Praha,Hlavní město Praha,7,Neuvedené,Neuvedené,India Pale Ale ( Ale ),14,NULL,Neuvedené,Crazy Clown,Crazy Clown,440,NULL
836,Madhatter,Crazy Clown,Praha,Hlavní město Praha,5.800000190734863,Neuvedené,čajové pivo ( ochucené pivo ),"English Pale Ale ( Pale Ale , Ale )",13,NULL,Neuvedené,Crazy Clown,Crazy Clown,440,NULL
837,Major Tôm,Crazy Clown,Praha,Hlavní město Praha,6.5,Neuvedené,"chilli pivo ( ochucené pivo ) mango pivo ( ovocné pivo , ochucené pivo ) limetkové pivo ( ovocné pivo , ochucené pivo ) ochucené pivo","New England IPA ( India Pale Ale , Ale )",15,6.199999809265137,Neuvedené,Crazy Clown,Crazy Clown,440,NULL
838,Merry Fuckin Whatever (2023),Crazy Clown,Praha,Hlavní město Praha,8.300000190734863,vánoční,ovocné pivo ( ochucené pivo ) kořeněné pivo ( ochucené pivo ),Amber Ale ( Ale ),16,6.400000095367432,Neuvedené,Crazy Clown,Crazy Clown,440,NULL
839,Merry Stressmas,Crazy Clown,Praha,Hlavní město Praha,6,vánoční,"citrónové pivo ( ovocné pivo , ochucené pivo ) kořeněné pivo ( ochucené pivo )",Sour Ale,16,6.199999809265137,Neuvedené,Crazy Clown,Crazy Clown,440,NULL
840,Mr. Crowley,Crazy Clown,Praha,Hlavní město Praha,6.5,Neuvedené,Neuvedené,India Pale Ale ( Ale ),15,5.599999904632568,55,Crazy Clown,Crazy Clown,440,NULL
841,Multikill,Crazy Clown,Praha,Hlavní město Praha,6.5,Neuvedené,chilli pivo ( ochucené pivo ) zázvorové pivo ( ochucené pivo ) čokoládové pivo ( ochucené pivo ),"Black IPA ( India Pale Ale , Ale )",15,6,40,Crazy Clown,Crazy Clown,440,NULL
842,New World Order,Crazy Clown,Praha,Hlavní město Praha,8.5,Neuvedené,Neuvedené,Porter,18,7,Neuvedené,Crazy Clown,Crazy Clown,440,NULL
843,Pink Nibbana,Crazy Clown,Praha,Hlavní město Praha,7.400000095367432,Neuvedené,bylinné pivo ( ochucené pivo ),Belgian Saison ( Saison ),12,5.199999809265137,Neuvedené,Crazy Clown,Crazy Clown,440,NULL
844,Plum Reaper,Crazy Clown,Praha,Hlavní město Praha,8,Neuvedené,"švestkové pivo ( ovocné pivo , ochucené pivo )",Pastry Sour ( Sour Ale ),18,6.599999904632568,Neuvedené,Crazy Clown,Crazy Clown,440,NULL
845,Pornstar Cindy Shine Edition,Crazy Clown,Praha,Hlavní město Praha,7.300000190734863,Neuvedené,"jahodové pivo ( ovocné pivo , ochucené pivo )",Pastry Sour ( Sour Ale ),16,6.099999904632568,Neuvedené,Crazy Clown,Crazy Clown,440,NULL
846,Queen of Hearts,Crazy Clown,Praha,Hlavní město Praha,6.800000190734863,Neuvedené,ovocné pivo ( ochucené pivo ),"American Pale Ale ( Pale Ale , Ale )",12,4.900000095367432,Neuvedené,Crazy Clown,Crazy Clown,440,NULL
847,ShemAle,Crazy Clown,Praha,Hlavní město Praha,7,Neuvedené,bylinné pivo ( ochucené pivo ),India Pale Ale ( Ale ),15,6.400000095367432,Neuvedené,Crazy Clown,Crazy Clown,440,NULL
848,Shit Happens,Crazy Clown,Praha,Hlavní město Praha,8,Neuvedené,kávové pivo ( ochucené pivo ),Sweet Stout / Milk Stout ( Stout ),14,4.900000095367432,Neuvedené,Crazy Clown,Crazy Clown,440,NULL
849,"Sweet Dreams Are Made of Southern Sublime, Southern Passion and Chinook",Crazy Clown,Praha,Hlavní město Praha,7,Neuvedené,Neuvedené,"New England IPA ( India Pale Ale , Ale )",14,5.599999904632568,Neuvedené,Crazy Clown,Crazy Clown,440,NULL
850,Sweet Tooth,Crazy Clown,Praha,Hlavní město Praha,5,Neuvedené,"papájové pivo ( ovocné pivo , ochucené pivo )","American Pale Ale ( Pale Ale , Ale )",11,3.799999952316284,Neuvedené,Crazy Clown,Crazy Clown,440,NULL
851,Teaches of Peaches,Crazy Clown,Praha,Hlavní město Praha,6,Neuvedené,"broskvové pivo ( ovocné pivo , ochucené pivo )","New England IPA ( India Pale Ale , Ale )",14,5.599999904632568,Neuvedené,Crazy Clown,Crazy Clown,440,NULL
852,Trick or Treat,Crazy Clown,Praha,Hlavní město Praha,6,halloweenské / dušičkové,ochucené pivo dýňové pivo ( ochucené pivo ),Pumpkin Ale ( Ale ),13,NULL,Neuvedené,Crazy Clown,Crazy Clown,440,NULL
853,Trickster,Crazy Clown,Praha,Hlavní město Praha,7,Neuvedené,"pomerančové pivo ( ovocné pivo , ochucené pivo )",Pale Ale ( Ale ),14,5.300000190734863,Neuvedené,Crazy Clown,Crazy Clown,440,NULL
854,Upside Down,Crazy Clown,Praha,Hlavní město Praha,8,Neuvedené,"limetkové pivo ( ovocné pivo , ochucené pivo ) kokosové pivo ( ovocné pivo , ochucené pivo )","American Pale Ale ( Pale Ale , Ale )",12,5,Neuvedené,Crazy Clown,Crazy Clown,440,NULL
855,We’re All Mad Here #1,Crazy Clown,Praha,Hlavní město Praha,7,Neuvedené,"černorybízové pivo ( ovocné pivo , ochucené pivo ) ostružinové pivo ( ovocné pivo , ochucené pivo )","American Pale Ale ( Pale Ale , Ale )",13,5.5,Neuvedené,Crazy Clown,Crazy Clown,440,NULL
856,We’re All Mad Here #2,Crazy Clown,Praha,Hlavní město Praha,7.300000190734863,Neuvedené,"černorybízové pivo ( ovocné pivo , ochucené pivo ) ostružinové pivo ( ovocné pivo , ochucené pivo )","American Pale Ale ( Pale Ale , Ale )",13,NULL,Neuvedené,Crazy Clown,Crazy Clown,440,NULL
857,Who Cares?,Crazy Clown,Praha,Hlavní město Praha,6,Neuvedené,"mango pivo ( ovocné pivo , ochucené pivo ) marakujové pivo ( ovocné pivo , ochucené pivo )",Saison,13,5,Neuvedené,Crazy Clown,Crazy Clown,440,NULL
858,Whore of Babylon,Crazy Clown,Praha,Hlavní město Praha,6.800000190734863,Neuvedené,"single hop ananasové pivo ( ovocné pivo , ochucené pivo )","New England IPA ( India Pale Ale , Ale )",15,6.659999847412109,Neuvedené,Crazy Clown,Crazy Clown,440,NULL
859,Whore of Babylon neochucená,Crazy Clown,Praha,Hlavní město Praha,6.5,Neuvedené,single hop,"New England IPA ( India Pale Ale , Ale )",15,6.659999847412109,Neuvedené,Crazy Clown,Crazy Clown,440,NULL
860,Hvozd 11°,Cvikov,Cvikov,Liberecký kraj,2.700000047683716,Neuvedené,Neuvedené,světlý ležák,11,4.5,Neuvedené,Cvikov,Cvikov,204,NULL
861,Klíč 12°,Cvikov,Cvikov,Liberecký kraj,2.799999952316284,Neuvedené,Neuvedené,světlý ležák,12,4.800000190734863,Neuvedené,Cvikov,Cvikov,204,NULL
862,Královské 12° Carolus IV.,Cvikov,Cvikov,Liberecký kraj,3,Neuvedené,Neuvedené,světlý ležák,12,5.099999904632568,Neuvedené,Cvikov,Cvikov,204,NULL
863,Luž 10°,Cvikov,Cvikov,Liberecký kraj,3.5,Neuvedené,Neuvedené,světlé výčepní,10,NULL,Neuvedené,Cvikov,Cvikov,204,NULL
864,Lužický Mandarín 11°,Cvikov,Cvikov,Liberecký kraj,3.799999952316284,Neuvedené,Neuvedené,světlý ležák,11,4.5,Neuvedené,Cvikov,Cvikov,204,NULL
865,Sklář 8°,Cvikov,Cvikov,Liberecký kraj,6.400000095367432,Neuvedené,Neuvedené,světlé výčepní,8,3.200000047683716,Neuvedené,Cvikov,Cvikov,204,NULL
866,Velikonoční třináctka,Cvikov,Cvikov,Liberecký kraj,2.5,velikonoční,Neuvedené,polotmavý speciál,13,5.5,Neuvedené,Cvikov,Cvikov,204,NULL
867,Výroční 14°,Cvikov,Cvikov,Liberecký kraj,5,Neuvedené,Neuvedené,světlý speciál,14,6.199999809265137,Neuvedené,Cvikov,Cvikov,204,NULL
868,Czech Lion 11° nefiltrovaný ležák,Pivovar Národní,Praha,Hlavní město Praha,5,Neuvedené,Neuvedené,světlý ležák,11,NULL,Neuvedené,Pivovar Národní,Pivovar Národní,490,NULL
869,Czech Lion 11° světlý ležák,Pivovar Národní,Praha,Hlavní město Praha,4.300000190734863,Neuvedené,Neuvedené,světlý ležák,11,NULL,Neuvedené,Pivovar Národní,Pivovar Národní,490,NULL
870,Czech Lion 13° polotmavý ležák,Pivovar Národní,Praha,Hlavní město Praha,4.5,Neuvedené,Neuvedené,polotmavý speciál,13,5.5,Neuvedené,Pivovar Národní,Pivovar Národní,490,NULL
871,Czech Lion AleDorado 15 speciální letní Ale,Pivovar Národní,Praha,Hlavní město Praha,6,letní,single hop,"American Pale Ale ( Pale Ale , Ale )",15,NULL,Neuvedené,Pivovar Národní,Pivovar Národní,490,NULL
872,Czech Lion Christmas Monkey,Pivovar Národní,Praha,Hlavní město Praha,3,vánoční,kořeněné pivo ( ochucené pivo ),Pale Ale ( Ale ),15,NULL,Neuvedené,Pivovar Národní,Pivovar Národní,490,NULL
873,Czech Lion Liberty Wolf Ale,Pivovar Národní,Praha,Hlavní město Praha,5,Neuvedené,Neuvedené,"American Pale Ale ( Pale Ale , Ale )",NULL,5.199999809265137,Neuvedené,Pivovar Národní,Pivovar Národní,490,NULL
874,Czech Lion Smoky Deer,Pivovar Národní,Praha,Hlavní město Praha,4.5,Neuvedené,nakuřované pivo,Dunkelweizen,11,NULL,Neuvedené,Pivovar Národní,Pivovar Národní,490,NULL
875,Czech Lion St. Martin Mustang,Pivovar Národní,Praha,Hlavní město Praha,3,svatomartinské,single hop,Pale Ale ( Ale ),15,NULL,Neuvedené,Pivovar Národní,Pivovar Národní,490,NULL
876,Czech Lion Velikonoční Ale,Pivovar Národní,Praha,Hlavní město Praha,6,vánoční,Neuvedené,Pale Ale ( Ale ),13,NULL,Neuvedené,Pivovar Národní,Pivovar Národní,490,NULL
877,Czech Lion Wheat Bear,Pivovar Národní,Praha,Hlavní město Praha,6.5,Neuvedené,Neuvedené,German Hefeweizen,11,NULL,Neuvedené,Pivovar Národní,Pivovar Národní,490,NULL
878,Czech Lion Wild Tiger IPA,Pivovar Národní,Praha,Hlavní město Praha,4.5,Neuvedené,Neuvedené,"Session IPA ( India Pale Ale , Ale )",11,4.599999904632568,Neuvedené,Pivovar Národní,Pivovar Národní,490,NULL
879,Albrecht Morion 25 Imperial Stout,Zámecký pivovar Frýdlant,Frýdlant,Liberecký kraj,6.300000190734863,Neuvedené,Neuvedené,Russian Imperial Stout ( Stout ),25,11,Neuvedené,Zámecký pivovar Frýdlant,Zámecký pivovar Frýdlant,226,NULL
880,Albrecht Morion 25 Wood Aged / Imperial Stout,Zámecký pivovar Frýdlant,Frýdlant,Liberecký kraj,7.900000095367432,Neuvedené,oak chips aged,Russian Imperial Stout ( Stout ),25,11,Neuvedené,Zámecký pivovar Frýdlant,Zámecký pivovar Frýdlant,226,NULL
881,Albrecht Pale Ale,Zámecký pivovar Frýdlant,Frýdlant,Liberecký kraj,7.5,Neuvedené,Neuvedené,Pale Ale ( Ale ),12,5,36,Zámecký pivovar Frýdlant,Zámecký pivovar Frýdlant,226,NULL
882,Albrecht Pale Ale 12 Melchior,Zámecký pivovar Frýdlant,Frýdlant,Liberecký kraj,7,Neuvedené,Neuvedené,"American Pale Ale ( Pale Ale , Ale )",12,5.5,37,Zámecký pivovar Frýdlant,Zámecký pivovar Frýdlant,226,NULL
883,Albrecht Pale Ale Eusebius,Zámecký pivovar Frýdlant,Frýdlant,Liberecký kraj,7.5,Neuvedené,Neuvedené,"American Pale Ale ( Pale Ale , Ale )",12,5.5,40,Zámecký pivovar Frýdlant,Zámecký pivovar Frýdlant,226,NULL
884,Albrecht poctivá dvanáctka ze 100% zeleného chmele,Zámecký pivovar Frýdlant,Frýdlant,Liberecký kraj,5.5,Neuvedené,wet hop single hop,světlý ležák,12,5,44,Zámecký pivovar Frýdlant,Zámecký pivovar Frýdlant,226,NULL
885,Albrecht SaazAle.cz 2017 APA 14,Zámecký pivovar Frýdlant,Frýdlant,Liberecký kraj,6.5,Neuvedené,Neuvedené,"American Pale Ale ( Pale Ale , Ale )",14,6,Neuvedené,Zámecký pivovar Frýdlant,Zámecký pivovar Frýdlant,226,NULL
886,Albrecht SaazAle.cz APA 13,Zámecký pivovar Frýdlant,Frýdlant,Liberecký kraj,5,Neuvedené,Neuvedené,"American Pale Ale ( Pale Ale , Ale )",13,5.199999809265137,Neuvedené,Zámecký pivovar Frýdlant,Zámecký pivovar Frýdlant,226,NULL
887,Albrecht SaazAle.cz APA 14,Zámecký pivovar Frýdlant,Frýdlant,Liberecký kraj,6.800000190734863,Neuvedené,Neuvedené,"American Pale Ale ( Pale Ale , Ale )",14,6,37,Zámecký pivovar Frýdlant,Zámecký pivovar Frýdlant,226,NULL
888,Albrecht SaazAle.cz IPA,Zámecký pivovar Frýdlant,Frýdlant,Liberecký kraj,6.5,Neuvedené,Neuvedené,India Pale Ale ( Ale ),15,6.199999809265137,62,Zámecký pivovar Frýdlant,Zámecký pivovar Frýdlant,226,NULL
889,Albrecht Sorachi Ace 10 Ale,Zámecký pivovar Frýdlant,Frýdlant,Liberecký kraj,5.5,Neuvedené,Neuvedené,Pale Ale ( Ale ),10,4.099999904632568,Neuvedené,Zámecký pivovar Frýdlant,Zámecký pivovar Frýdlant,226,NULL
890,Albrecht Stelzig 13,Zámecký pivovar Frýdlant,Frýdlant,Liberecký kraj,4.5,Neuvedené,Neuvedené,"Red IPA ( India Pale Ale , Ale )",13,5.300000190734863,111,Zámecký pivovar Frýdlant,Zámecký pivovar Frýdlant,226,NULL
891,Albrecht Sum Ale,Zámecký pivovar Frýdlant,Frýdlant,Liberecký kraj,6.599999904632568,Neuvedené,Neuvedené,"American Pale Ale ( Pale Ale , Ale )",8,3,30,Zámecký pivovar Frýdlant,Zámecký pivovar Frýdlant,226,NULL
892,Albrecht Svatomartinský speciál,Zámecký pivovar Frýdlant,Frýdlant,Liberecký kraj,6.5,svatomartinské,Neuvedené,světlý speciál,14,5.900000095367432,Neuvedené,Zámecký pivovar Frýdlant,Zámecký pivovar Frýdlant,226,NULL
893,Albrecht tmavé medové 13,Zámecký pivovar Frýdlant,Frýdlant,Liberecký kraj,6.5,Neuvedené,medové pivo ( ochucené pivo ),tmavý speciál,13,NULL,Neuvedené,Zámecký pivovar Frýdlant,Zámecký pivovar Frýdlant,226,NULL
894,Albrecht Výčepní,Zámecký pivovar Frýdlant,Frýdlant,Liberecký kraj,6.5,Neuvedené,Neuvedené,světlé výčepní,9.5,3.5999999046325684,30,Zámecký pivovar Frýdlant,Zámecký pivovar Frýdlant,226,NULL
895,Albrecht Weizen,Zámecký pivovar Frýdlant,Frýdlant,Liberecký kraj,5.199999809265137,Neuvedené,Neuvedené,German Hefeweizen,12,5,14,Zámecký pivovar Frýdlant,Zámecký pivovar Frýdlant,226,NULL
896,Albrecht Weizen Čokoládový,Zámecký pivovar Frýdlant,Frýdlant,Liberecký kraj,3.799999952316284,Neuvedené,Neuvedené,Dunkelweizen,12,4.900000095367432,14,Zámecký pivovar Frýdlant,Zámecký pivovar Frýdlant,226,NULL
897,Pierun,Albrechtický pivovar,Albrechtice,Moravskoslezský kraj,6,Neuvedené,Neuvedené,polotmavý speciál,13,5.099999904632568,Neuvedené,Albrechtický pivovar,Albrechtický pivovar,229,NULL
898,PIPA,Albrechtický pivovar,Albrechtice,Moravskoslezský kraj,6,Neuvedené,Neuvedené,"American IPA ( India Pale Ale , Ale )",15,6.099999904632568,Neuvedené,Albrechtický pivovar,Albrechtický pivovar,229,NULL
899,Black IPA,Čechmánek,Zlín,Zlínský kraj,2,Neuvedené,Neuvedené,"Black IPA ( India Pale Ale , Ale )",14,NULL,Neuvedené,Čechmánek,Čechmánek,721,NULL
900,Stříbrný lev,Čechmánek,Zlín,Zlínský kraj,1.5,Neuvedené,Neuvedené,polotmavý ležák,11,NULL,Neuvedené,Čechmánek,Čechmánek,721,NULL
901,Black Hill,Černá Hora,Černá Hora,Jihomoravský kraj,3,Neuvedené,ochucené pivo,řezaný speciál,NULL,5.5,Neuvedené,Černá Hora,Černá Hora,54,NULL
902,Borůvka (Modrá luna),Černá Hora,Černá Hora,Jihomoravský kraj,3.799999952316284,Neuvedené,"borůvkové pivo ( ovocné pivo , ochucené pivo )",světlý ležák,11,4.400000095367432,Neuvedené,Černá Hora,Černá Hora,54,NULL
903,Granát,Černá Hora,Černá Hora,Jihomoravský kraj,6.400000095367432,Neuvedené,Neuvedené,tmavý ležák,NULL,4.5,Neuvedené,Černá Hora,Černá Hora,54,NULL
904,Kern,Černá Hora,Černá Hora,Jihomoravský kraj,3.5,Neuvedené,Neuvedené,polotmavé výčepní,NULL,4,Neuvedené,Černá Hora,Černá Hora,54,NULL
905,Kvasar,Černá Hora,Černá Hora,Jihomoravský kraj,5.800000190734863,Neuvedené,Neuvedené,světlý speciál,14,5.699999809265137,Neuvedené,Černá Hora,Černá Hora,54,NULL
906,Ležák (Kamelot),Černá Hora,Černá Hora,Jihomoravský kraj,4.300000190734863,Neuvedené,Neuvedené,Bohemian Pilsner ( Pilsner ) světlý ležák,NULL,4.800000190734863,Neuvedené,Černá Hora,Černá Hora,54,NULL
907,Matouš,Černá Hora,Černá Hora,Jihomoravský kraj,4.800000190734863,Neuvedené,Neuvedené,světlý ležák,11,4.199999809265137,Neuvedené,Černá Hora,Černá Hora,54,NULL
908,Moravské sklepní nefiltrované,Černá Hora,Černá Hora,Jihomoravský kraj,4.800000190734863,Neuvedené,Neuvedené,Bohemian Pilsner ( Pilsner ) světlé výčepní,10,4,Neuvedené,Černá Hora,Černá Hora,54,NULL
909,Páter,Černá Hora,Černá Hora,Jihomoravský kraj,4.800000190734863,Neuvedené,Neuvedené,Bohemian Pilsner ( Pilsner ) světlý ležák,11,4.400000095367432,Neuvedené,Černá Hora,Černá Hora,54,NULL
910,Svatováclavská pšenice,Černá Hora,Černá Hora,Jihomoravský kraj,6.300000190734863,svatováclavské,Neuvedené,German Hefeweizen světlé pšeničné,13,5,Neuvedené,Černá Hora,Černá Hora,54,NULL
911,Tas,Černá Hora,Černá Hora,Jihomoravský kraj,3.799999952316284,Neuvedené,Neuvedené,Bohemian Pilsner ( Pilsner ) světlé výčepní,10,4,Neuvedené,Černá Hora,Černá Hora,54,NULL
912,Velen,Černá Hora,Černá Hora,Jihomoravský kraj,5.400000095367432,Neuvedené,Neuvedené,světlé pšeničné German Hefeweizen,11,4.800000190734863,Neuvedené,Černá Hora,Černá Hora,54,NULL
913,Witbier Blonde,Černá Hora,Černá Hora,Jihomoravský kraj,5.5,Neuvedené,Neuvedené,Belgian Witbier,NULL,4.800000190734863,Neuvedené,Černá Hora,Černá Hora,54,NULL
914,Černovar Černé,Bakalář,Rakovník,Středočeský kraj,5.5,Neuvedené,Neuvedené,tmavý ležák,11,4.5,Neuvedené,Bakalář,Bakalář,547,NULL
915,Černovar Světlé,Bakalář,Rakovník,Středočeský kraj,4.5,Neuvedené,Neuvedené,světlý ležák,11,4.900000095367432,Neuvedené,Bakalář,Bakalář,547,NULL
916,Ale,Černý orel Kroměříž,Kroměříž,Zlínský kraj,6,Neuvedené,Neuvedené,Ale,14,6.099999904632568,Neuvedené,Černý orel Kroměříž,Černý orel Kroměříž,722,NULL
917,Osek APA,Černý Orel,Osek,Ústecký kraj,6.800000190734863,Neuvedené,Neuvedené,"American Pale Ale ( Pale Ale , Ale )",12,4.699999809265137,Neuvedené,Černý Orel,Černý Orel,641,NULL
918,Osek Belgian wheat style,Černý Orel,Osek,Ústecký kraj,6.5,Neuvedené,Neuvedené,Belgian Witbier,13,5.5,Neuvedené,Černý Orel,Černý Orel,641,NULL
919,Povaleč,Albrechtický pivovar,Albrechtice,Moravskoslezský kraj,6.5,Neuvedené,Neuvedené,"English Pale Ale ( Pale Ale , Ale ) ovesné pivo",13,5.300000190734863,32,Albrechtický pivovar,Albrechtický pivovar,229,NULL
920,Pszenka,Albrechtický pivovar,Albrechtice,Moravskoslezský kraj,7,Neuvedené,Neuvedené,German Hefeweizen,11,4.099999904632568,Neuvedené,Albrechtický pivovar,Albrechtický pivovar,229,NULL
921,Tropical nights,Albrechtický pivovar,Albrechtice,Moravskoslezský kraj,7.300000190734863,Neuvedené,Neuvedené,"Black IPA ( India Pale Ale , Ale )",16,7,50,Albrechtický pivovar,Albrechtický pivovar,229,NULL
