id,nazov_piva,pivovar,pivovar_id_1,pivovar_id_2,sezonnost,skupina_piv,styl,kategoria1,kategoria2,kategoria3,podkategoria
572,Bud / Reserve Angus nefiltrovaný,Budweiser Budvar,6,NULL,Neuvedené,Neuvedené,světlý speciál,Lager,Special,NULL,NULL
573,Budweiser Bier Samson Premium,Samson,40,NULL,Neuvedené,Neuvedené,Bohemian Pilsner ( Pilsner ) světlý ležák,Lager,NULL,NULL,Pilsner
574,33,Budweiser Budvar,6,NULL,Neuvedené,Neuvedené,světlý ležák,Lager,NULL,NULL,NULL
575,33 nefiltrovaný,Budweiser Budvar,6,NULL,Neuvedené,Neuvedené,světlý ležák,Lager,NULL,NULL,NULL
576,B:Free,Budweiser Budvar,6,NULL,Neuvedené,Neuvedené,nealko ležák ( nealkoholické pivo ),Lager,Non-alco,NULL,NULL
577,B:Cherry,Budweiser Budvar,6,NULL,Neuvedené,"višňové pivo ( ovocné pivo , ochucené pivo )",tmavý ležák,Lager,Dark,NULL,NULL
578,B:ORIGINAL nepasterizovaný,Budweiser Budvar,6,NULL,Neuvedené,Neuvedené,světlý ležák,Lager,NULL,NULL,NULL
579,B:ORIGINAL výroční nefiltrovaný,Budweiser Budvar,6,NULL,Neuvedené,Neuvedené,světlý ležák,Lager,NULL,NULL,NULL
580,Cvikl,Budweiser Budvar,6,NULL,Neuvedené,Neuvedené,světlé výčepní,Lager,NULL,NULL,NULL
581,Kroužkovaný ležák / B:SPECIAL,Budweiser Budvar,6,NULL,Neuvedené,Neuvedené,světlý ležák Bohemian Pilsner ( Pilsner ),Lager,NULL,NULL,Pilsner
582,Kroužkovaný ležák / B:SPECIAL nepasterizovaný,Budweiser Budvar,6,NULL,Neuvedené,Neuvedené,světlý ležák,Lager,NULL,NULL,NULL
583,Original Czech Lager z čerstvého chmele,Budweiser Budvar,6,NULL,Neuvedené,wet hop,světlý ležák,Lager,NULL,NULL,NULL
584,právě stočený ležák,Budweiser Budvar,6,NULL,Neuvedené,Neuvedené,světlý ležák,Lager,NULL,NULL,NULL
585,světlé výčepní / B:CLASSIC,Budweiser Budvar,6,NULL,Neuvedené,Neuvedené,světlé výčepní Bohemian Pilsner ( Pilsner ),Lager,NULL,NULL,Pilsner
586,světlý ležák / B:ORIGINAL,Budweiser Budvar,6,NULL,Neuvedené,Neuvedené,světlý ležák,Lager,NULL,NULL,NULL
587,tmavý ležák / B:DARK,Budweiser Budvar,6,NULL,Neuvedené,Neuvedené,tmavý ležák,Lager,Dark,NULL,NULL
588,Černej Buchťák,Buchťák,292,NULL,Neuvedené,Neuvedené,tmavý ležák,Lager,Dark,NULL,NULL
589,Chudák Ale Kavalír,Buchťák,292,NULL,Neuvedené,Neuvedené,Pale Ale ( Ale ),Ale,NULL,NULL,NULL
590,Maximus Buchťákus IPA,Buchťák,292,NULL,Neuvedené,Neuvedené,India Pale Ale ( Ale ),Ale,NULL,NULL,IPA
591,Pšeničná jedenáctka,Buchťák,292,NULL,Neuvedené,Neuvedené,German Hefeweizen,Ale,Wheat,NULL,Hefeweizen
592,Zahořklej Buchťák 11°,Buchťák,292,NULL,Neuvedené,Neuvedené,světlý ležák,Lager,NULL,NULL,NULL
593,crystal fire APA,Bukovar,7,NULL,Neuvedené,Neuvedené,"American Pale Ale ( Pale Ale , Ale )",Ale,NULL,NULL,American Pale Ale
594,hunky monkey IPA,Bukovar,7,NULL,Neuvedené,Neuvedené,"American IPA ( India Pale Ale , Ale )",Ale,NULL,NULL,IPA
595,BuQičák,Pivovarský dvůr Chýně,602,NULL,jarní,ochucené pivo,Belgian Witbier,Ale,Wheat,NULL,"Belgian, Witbier"
596,Cambus,Kounický pivovar,575,NULL,Neuvedené,Neuvedené,světlý ležák,Lager,NULL,NULL,NULL
597,Mango & Chilli Sour,Clock / Bad Flash,167,431,Neuvedené,"chilli pivo ( ochucené pivo ) mango pivo ( ovocné pivo , ochucené pivo )",Berliner Weisse,Ale,Sour,Wheat,Berliner Weisse
598,Žufánek Oh My Fishy Gose (2017),Clock / Crazy Clown,167,440,Neuvedené,bylinné pivo ( ochucené pivo ),Gose,Ale,Sour,NULL,Gose
599,Žufánek Oh My Fishy Gose (2020),Clock / Crazy Clown,167,440,Neuvedené,bylinné pivo ( ochucené pivo ),Gose,Ale,Sour,NULL,Gose
600,Žufánek Oh My Gose (2018),Clock / Crazy Clown,167,440,Neuvedené,bylinné pivo ( ochucené pivo ),Gose,Ale,Sour,NULL,Gose
601,16° Art #08 PL New Wave NEIPA,Clock,167,NULL,Neuvedené,Neuvedené,"New England IPA ( India Pale Ale , Ale )",Ale,NULL,NULL,IPA
602,20° Tripel Penetration,Falkon / Clock,644,167,Neuvedené,Neuvedené,"Tripel ( Belgian Strong Ale , Belgian Ale , Ale )",Ale,NULL,NULL,Belgian
603,Lady Marmalade 15°,Clock / Chroust,167,457,Neuvedené,"malinové pivo ( ovocné pivo , ochucené pivo ) ostružinové pivo ( ovocné pivo , ochucené pivo ) borůvkové pivo ( ovocné pivo , ochucené pivo )",Sour Ale,Ale,Sour,NULL,NULL
604,Pivní Partyzán Smoked Brown Ale 15°,Clock,167,NULL,Neuvedené,nakuřované pivo,"American Brown Ale ( Brown Ale , Ale )",Ale,NULL,NULL,Brown Ale
605,Clockwork Raven,Clock / Raven,167,409,Neuvedené,"liči pivo ( ovocné pivo , ochucené pivo )",Berliner Weisse,Ale,Sour,Wheat,Berliner Weisse
606,10° Art #03 Session DDH IPA,Clock,167,NULL,Neuvedené,Neuvedené,"Session IPA ( India Pale Ale , Ale ) New England IPA ( India Pale Ale , Ale )",Ale,NULL,NULL,IPA
607,11° Art #04 Session NEIPA,Clock,167,NULL,Neuvedené,Neuvedené,"New England IPA ( India Pale Ale , Ale ) Session IPA ( India Pale Ale , Ale )",Ale,NULL,NULL,IPA
608,11° Cascara Bitter,Clock,167,NULL,Neuvedené,ochucené pivo,"Premium Bitter ( English Pale Ale , Pale Ale , Ale )",Ale,NULL,NULL,English Pale Ale
609,11° Glee (Prototype #3 Gluten Free Pale Ale),Clock,167,NULL,Neuvedené,single hop bezlepkové pivo,"American Pale Ale ( Pale Ale , Ale )",Ale,NULL,NULL,American Pale Ale
610,1160 APA,Clock,167,NULL,Neuvedené,single hop,"American Pale Ale ( Pale Ale , Ale )",Ale,NULL,NULL,American Pale Ale
611,12° Fresh Hop Ale,Clock,167,NULL,Neuvedené,wet hop,"American Pale Ale ( Pale Ale , Ale )",Ale,NULL,NULL,American Pale Ale
612,13° Tekutý kapřík 2016 špaldový saison,Clock,167,NULL,vánoční,Neuvedené,Saison,Ale,NULL,NULL,Saison
613,15° Clockwork Amarillo New England IPA,Clock,167,NULL,Neuvedené,Neuvedené,"New England IPA ( India Pale Ale , Ale )",Ale,NULL,NULL,IPA
614,15° Clockwork Centennial New England IPA,Clock,167,NULL,Neuvedené,Neuvedené,"New England IPA ( India Pale Ale , Ale )",Ale,NULL,NULL,IPA
615,15° Clockwork Citra New England IPA,Clock,167,NULL,Neuvedené,Neuvedené,"New England IPA ( India Pale Ale , Ale )",Ale,NULL,NULL,IPA
616,15° Clockwork Columbus New England IPA,Clock,167,NULL,Neuvedené,Neuvedené,"New England IPA ( India Pale Ale , Ale )",Ale,NULL,NULL,IPA
617,15° Cocoa Porter,Clock,167,NULL,Neuvedené,čokoládové pivo ( ochucené pivo ),Porter,Ale,Dark,NULL,Porter
618,16° Tekutý kapřík 2019 Cinnamon Dark Ale,Clock,167,NULL,Neuvedené,kořeněné pivo ( ochucené pivo ),Ale,Ale,NULL,NULL,NULL
619,16° Tekutý kapřík 2020 Mango Golden Ale,Clock,167,NULL,vánoční,"mango pivo ( ovocné pivo , ochucené pivo )",Golden Ale ( Ale ),Ale,NULL,NULL,Blond/Golden
620,18° Art #01 DDH DIPA,Clock,167,NULL,Neuvedené,Neuvedené,"New England IPA ( India Pale Ale , Ale ) Double IPA ( India Pale Ale , Ale )",Ale,NULL,NULL,IPA
621,American IPA,Clock,167,NULL,jednorázová várka,Neuvedené,"American IPA ( India Pale Ale , Ale )",Ale,NULL,NULL,IPA
622,Antonio Gluten Reduced Grapefruit Brut IPA,Clock,167,NULL,Neuvedené,"grapefruitové pivo ( ovocné pivo , ochucené pivo ) bezlepkové pivo",India Pale Ale ( Ale ),Ale,NULL,NULL,IPA
623,ART #9 Dark Ale,Clock,167,NULL,Neuvedené,Neuvedené,"Black IPA ( India Pale Ale , Ale )",Ale,Dark,NULL,IPA
624,Brett Saison,Clock,167,NULL,Neuvedené,Neuvedené,Saison,Ale,NULL,NULL,Saison
625,12° American Pale Ale,Clock,167,NULL,Neuvedené,Neuvedené,"American Pale Ale ( Pale Ale , Ale )",Ale,NULL,NULL,American Pale Ale
626,Clockwork Ekuanot,Clock,167,NULL,Neuvedené,single hop,"New England IPA ( India Pale Ale , Ale )",Ale,NULL,NULL,IPA
627,Clockwork Sabro,Clock,167,NULL,Neuvedené,Neuvedené,"New England IPA ( India Pale Ale , Ale )",Ale,NULL,NULL,IPA
628,Ellen 26° Barley Wine - Barrique,Clock,167,NULL,Neuvedené,oak chips aged,Barley Wine,Ale,Special,NULL,Barleywine
629,Ellen 26° Barley Wine Laphroaig Barrel Aged,Clock,167,NULL,Neuvedené,whisky aged ( oak barrel-aged ),Barley Wine,Ale,Special,NULL,Barleywine
630,Ellen 26° Barley Wine Pedro Ximenez Sherry & Whisky Cask Blend Barrel Aged,Clock,167,NULL,Neuvedené,sherry aged ( oak barrel-aged ) whisky aged ( oak barrel-aged ),Barley Wine,Ale,Special,NULL,Barleywine
631,Ellen 26° Barley Wine Scottish Whisky Barrel-Aged,Clock,167,NULL,Neuvedené,whisky aged ( oak barrel-aged ),Barley Wine,Ale,Special,NULL,Barleywine
632,Exorcist 14° Foreign Extra Stout,Clock,167,NULL,Neuvedené,Neuvedené,Foreign Extra Stout ( Stout ),Ale,Dark,NULL,Stout
633,Fanouš,Clock,167,NULL,Neuvedené,Neuvedené,"American Amber Ale ( Amber Ale , Ale )",Ale,NULL,NULL,Amber
634,Fresh Hop Ale 12° Most,Clock,167,NULL,Neuvedené,single hop wet hop,Pale Ale ( Ale ),Ale,NULL,NULL,NULL
635,Goldie 11° Weizenbier,Clock,167,NULL,Neuvedené,Neuvedené,German Hefeweizen,Ale,Wheat,NULL,Hefeweizen
636,Hektor 10° Světlé výčepní,Clock,167,NULL,Neuvedené,Neuvedené,světlé výčepní,Lager,NULL,NULL,NULL
637,Hektor+ 16° Helles Bock,Clock,167,NULL,Neuvedené,Neuvedené,Heller Bock / Maibock ( Bock ),Lager,NULL,NULL,NULL
638,Helga 13,Clock,167,NULL,Neuvedené,Neuvedené,Festbier Hell,Lager,NULL,NULL,Festbier
639,Herbee,Clock,167,NULL,Neuvedené,bylinné pivo ( ochucené pivo ) bezlepkové pivo,Gose,Ale,Sour,NULL,Gose
640,Jistota Ale 12,Clock,167,NULL,Neuvedené,Neuvedené,"American Pale Ale ( Pale Ale , Ale )",Ale,NULL,NULL,American Pale Ale
641,Jordi's 10th Anniversary,Clock,167,NULL,Neuvedené,čokoládové pivo ( ochucené pivo ),Saison,Ale,NULL,NULL,Saison
642,Jordi's 8th Anniversary Ale,Clock,167,NULL,Neuvedené,"pomerančové pivo ( ovocné pivo , ochucené pivo ) kávové pivo ( ochucené pivo )",Pale Ale ( Ale ),Ale,NULL,NULL,NULL
643,Jordi's Gingerbread Weizenbock,Clock,167,NULL,vánoční,kořeněné pivo ( ochucené pivo ),Dunkler Weizenbock ( Weizenbock ),Ale,Dark,Wheat,"Bock, Wheat Ale"
644,Jordis Cocoa Baltic Porter,Clock,167,NULL,Neuvedené,kávové pivo ( ochucené pivo ),Baltic Porter ( Porter ),Ale,Dark,NULL,Porter
645,Kid 11° Tangerine Session New Louny,Clock,167,NULL,Neuvedené,"mandarinkové pivo ( ovocné pivo , ochucené pivo )",American Wheat ( Wheat Ale ),Ale,Wheat,NULL,Wheat Ale
646,Maid 12° Polotmavý ležák,Clock,167,NULL,Neuvedené,Neuvedené,polotmavý ležák,Lager,NULL,NULL,Polotmavý
647,Malt Worm Pirate Loot Brut,Clock,167,NULL,Neuvedené,Neuvedené,"English IPA ( India Pale Ale , Ale )",Ale,NULL,NULL,IPA
648,Nakuoření Huz 13° Rauchweizen,Clock,167,NULL,Neuvedené,nakuřované pivo,German Hefeweizen,Ale,Wheat,NULL,Hefeweizen
649,Nina 10° Berliner Weisse,Clock,167,NULL,Neuvedené,Neuvedené,Berliner Weisse,Ale,Sour,Wheat,Berliner Weisse
650,Nina 10° Blueberry Berliner Weisse,Clock,167,NULL,Neuvedené,"borůvkové pivo ( ovocné pivo , ochucené pivo )",Berliner Weisse,Ale,Sour,Wheat,Berliner Weisse
651,Nina 10° Raspberry Berliner Weisse,Clock,167,NULL,Neuvedené,"malinové pivo ( ovocné pivo , ochucené pivo )",Berliner Weisse,Ale,Sour,Wheat,Berliner Weisse
652,No Idols! 11° Marshmallow Session NEIPA,Clock,167,NULL,Neuvedené,ochucené pivo,"New England IPA ( India Pale Ale , Ale ) Session IPA ( India Pale Ale , Ale )",Ale,NULL,NULL,IPA
653,No Idols! 12° Belgian Pale Ale,Clock,167,NULL,Neuvedené,Neuvedené,"Belgian Pale Ale ( Belgian Ale , Ale )",Ale,NULL,NULL,Belgian
654,No Idols! 13° Belgian Saison,Clock,167,NULL,Neuvedené,Neuvedené,Belgian Saison ( Saison ),Ale,NULL,NULL,"Belgian, Saison"
655,No Idols! 13° India Pale Lager,Clock,167,NULL,Neuvedené,Neuvedené,India Pale Lager,Lager,NULL,NULL,IPL
656,No Idols! 14° E.S.B.,Clock,167,NULL,Neuvedené,Neuvedené,"Extra Special Bitter ( English Pale Ale , Pale Ale , Ale )",Ale,Special,NULL,English Pale Ale
657,No Idols! 14° U.S. Saison,Clock,167,NULL,Neuvedené,Neuvedené,American Saison ( Saison ),Ale,NULL,NULL,Saison
658,No Idols! 15° American IPA,Clock,167,NULL,Neuvedené,Neuvedené,"American IPA ( India Pale Ale , Ale )",Ale,NULL,NULL,IPA
659,Albrecht Divočák Sour Ale,Zámecký pivovar Frýdlant,226,NULL,Neuvedené,ovocné pivo ( ochucené pivo ),Sour Ale,Ale,Sour,NULL,NULL
660,Albrecht Franz Dittersbach 11,Zámecký pivovar Frýdlant,226,NULL,Neuvedené,Neuvedené,světlý ležák,Lager,NULL,NULL,NULL
661,Albrecht Imperial India Pale Ale 20,Zámecký pivovar Frýdlant,226,NULL,Neuvedené,Neuvedené,"Double IPA ( India Pale Ale , Ale )",Ale,NULL,NULL,IPA
662,Albrecht India Pale Ale 15,Zámecký pivovar Frýdlant,226,NULL,Neuvedené,Neuvedené,"American IPA ( India Pale Ale , Ale )",Ale,NULL,NULL,IPA
663,Albrecht India Pale Ale 16 Rapír,Zámecký pivovar Frýdlant,226,NULL,Neuvedené,Neuvedené,India Pale Ale ( Ale ),Ale,NULL,NULL,IPA
664,Albrecht India Pale Ale 17,Zámecký pivovar Frýdlant,226,NULL,Neuvedené,Neuvedené,India Pale Ale ( Ale ),Ale,NULL,NULL,IPA
665,Albrecht India Pale Ale 18,Zámecký pivovar Frýdlant,226,NULL,Neuvedené,Neuvedené,"Double IPA ( India Pale Ale , Ale )",Ale,NULL,NULL,IPA
666,Albrecht India Pale Ale 19,Zámecký pivovar Frýdlant,226,NULL,Neuvedené,Neuvedené,"Double IPA ( India Pale Ale , Ale )",Ale,NULL,NULL,IPA
667,Albrecht India Pale Ale 22 Secret Enigma,Zámecký pivovar Frýdlant,226,NULL,Neuvedené,Neuvedené,"Double IPA ( India Pale Ale , Ale )",Ale,NULL,NULL,IPA
668,Albrecht India Pale Ale 24 Pohutukawa,Zámecký pivovar Frýdlant,226,NULL,vánoční,Neuvedené,"Double IPA ( India Pale Ale , Ale )",Ale,NULL,NULL,IPA
669,Albrecht IPA 15 S-04,Zámecký pivovar Frýdlant,226,NULL,Neuvedené,Neuvedené,India Pale Ale ( Ale ),Ale,NULL,NULL,IPA
670,Albrecht Irish Dry Stout Morion 10 %,Zámecký pivovar Frýdlant,226,NULL,Neuvedené,Neuvedené,Dry Stout ( Stout ),Ale,Dark,NULL,Stout
671,Albrecht Irish Stout Morion 16 %,Zámecký pivovar Frýdlant,226,NULL,Neuvedené,Neuvedené,Foreign Extra Stout ( Stout ),Ale,Dark,NULL,Stout
672,Albrecht Irish Stout Morion 17 %,Zámecký pivovar Frýdlant,226,NULL,Neuvedené,Neuvedené,Foreign Extra Stout ( Stout ),Ale,Dark,NULL,Stout
673,Albrecht Ježíškova 12,Zámecký pivovar Frýdlant,226,NULL,vánoční,Neuvedené,Märzen,Lager,NULL,NULL,Märzen
674,Albrecht Kateřina 12,Zámecký pivovar Frýdlant,226,NULL,Neuvedené,Neuvedené,tmavý ležák,Lager,Dark,NULL,NULL
675,Albrecht Märzen,Zámecký pivovar Frýdlant,226,NULL,velikonoční,Neuvedené,Märzen,Lager,NULL,NULL,Märzen
676,Albrecht Morion 14 Oatmeal Stout,Zámecký pivovar Frýdlant,226,NULL,Neuvedené,Neuvedené,Oatmeal Stout ( Stout ),Ale,Dark,Wheat,"Oatmeal, Stout"
677,Albrecht Morion 20 Wood Aged,Zámecký pivovar Frýdlant,226,NULL,Neuvedené,oak chips aged,Russian Imperial Stout ( Stout ),Ale,Dark,NULL,"Imperial, Stout"
678,Albrecht Morion 24 Imperial Stout,Zámecký pivovar Frýdlant,226,NULL,Neuvedené,Neuvedené,Russian Imperial Stout ( Stout ),Ale,Dark,NULL,"Imperial, Stout"
679,No Idols! 15° Rye IPA,Clock,167,NULL,Neuvedené,Neuvedené,"Rye IPA ( India Pale Ale , Ale )",Ale,NULL,NULL,IPA
680,No Idols! 16° Cascadian Dark Ale,Clock,167,NULL,Neuvedené,Neuvedené,"Black IPA ( India Pale Ale , Ale )",Ale,Dark,NULL,IPA
681,No Idols! 19° Double IPA,Clock,167,NULL,Neuvedené,Neuvedené,"Double IPA ( India Pale Ale , Ale )",Ale,NULL,NULL,IPA
682,No Idols! 22° Triple IPA,Clock,167,NULL,Neuvedené,Neuvedené,"Double IPA ( India Pale Ale , Ale )",Ale,NULL,NULL,IPA
683,OP 2nd Anniversary Ale,Clock,167,NULL,jednorázová várka,Neuvedené,"American IPA ( India Pale Ale , Ale )",Ale,NULL,NULL,IPA
684,OP 3rd Anniversary Ale,Clock,167,NULL,Neuvedené,Neuvedené,"American IPA ( India Pale Ale , Ale )",Ale,NULL,NULL,IPA
685,OP 4th Anniversary Ale,Clock,167,NULL,Neuvedené,Neuvedené,"Rye IPA ( India Pale Ale , Ale ) American IPA ( India Pale Ale , Ale )",Ale,NULL,NULL,IPA
686,OP 5th Anniversary Ale,Clock,167,NULL,Neuvedené,single hop,"American IPA ( India Pale Ale , Ale )",Ale,NULL,NULL,IPA
687,OP 8th Anniversary Ale,Clock,167,NULL,Neuvedené,Neuvedené,"American IPA ( India Pale Ale , Ale )",Ale,NULL,NULL,IPA
688,OP Pirate Loot Light,Clock,167,NULL,jednorázová várka,Neuvedené,"English IPA ( India Pale Ale , Ale )",Ale,NULL,NULL,IPA
689,OP Pirate Loot Light 2nd Edition,Clock,167,NULL,Neuvedené,Neuvedené,"English IPA ( India Pale Ale , Ale )",Ale,NULL,NULL,IPA
690,Passion Fruit Sour Ale,Clock,167,NULL,Neuvedené,"marakujové pivo ( ovocné pivo , ochucené pivo )",Sour Ale,Ale,Sour,NULL,NULL
691,Pineapple Session IPA,Clock,167,NULL,Neuvedené,"ananasové pivo ( ovocné pivo , ochucené pivo )","Session IPA ( India Pale Ale , Ale )",Ale,NULL,NULL,IPA
692,Poctivej Ale 11,Clock,167,NULL,Neuvedené,single hop,"Belgian Pale Ale ( Belgian Ale , Ale )",Ale,NULL,NULL,Belgian
693,Prototype #2 NEIPA Amarillo + Galaxy,Clock,167,NULL,Neuvedené,Neuvedené,"New England IPA ( India Pale Ale , Ale )",Ale,NULL,NULL,IPA
694,Prototype #4 Sour Ale Guava & Rose,Clock,167,NULL,Neuvedené,"kvajávové pivo ( ovocné pivo , ochucené pivo ) bylinné pivo ( ochucené pivo )",Sour Ale,Ale,Sour,NULL,NULL
695,Prototype #5 Brut IPA,Clock,167,NULL,Neuvedené,single hop,India Pale Ale ( Ale ),Ale,NULL,NULL,IPA
696,Prototype #6 Juicy DDH Saison,Clock,167,NULL,Neuvedené,red wine aged ( oak barrel-aged ),American Saison ( Saison ),Ale,NULL,NULL,Saison
697,Pub Wheat,Clock,167,NULL,letní,Neuvedené,American Wheat ( Wheat Ale ),Ale,Wheat,NULL,Wheat Ale
698,Rišaví Zmikund 20° Imperial Red Ale,Clock,167,NULL,jednorázová várka,Neuvedené,"Red IPA ( India Pale Ale , Ale ) American Strong Ale ( Ale )",Ale,NULL,NULL,IPA
699,Sarah 24° Russian Imperial Stout - Barrique,Clock,167,NULL,Neuvedené,oak chips aged,Russian Imperial Stout ( Stout ),Ale,Dark,NULL,"Imperial, Stout"
700,Sarah Bourbon Barrel Aged,Clock,167,NULL,Neuvedené,bourbon aged ( oak barrel-aged ),Russian Imperial Stout ( Stout ),Ale,Dark,NULL,"Imperial, Stout"
701,Sarah Jack Daniel's / káva,Clock,167,NULL,Neuvedené,kávové pivo ( ochucené pivo ) whisky aged ( oak barrel-aged ),Russian Imperial Stout ( Stout ),Ale,Dark,NULL,"Imperial, Stout"
702,Tekutý kapřík 2023 DDH Kölsch,Clock,167,NULL,vánoční,Neuvedené,Kölsch Pale Ale ( Ale ),Ale,NULL,NULL,Kölsch
703,Trudi 8°,Clock,167,NULL,Neuvedené,Neuvedené,"American Pale Ale ( Pale Ale , Ale )",Ale,NULL,NULL,American Pale Ale
704,Twist 14° American Red IPA,Clock,167,NULL,Neuvedené,Neuvedené,"Red IPA ( India Pale Ale , Ale )",Ale,NULL,NULL,IPA
705,Twist 14° Grep,Clock,167,NULL,Neuvedené,"grapefruitové pivo ( ovocné pivo , ochucené pivo )","Red IPA ( India Pale Ale , Ale )",Ale,NULL,NULL,IPA
706,Veselé Vánoce 13° American Amber Lager Citra,Clock,167,NULL,vánoční,single hop,India Pale Lager polotmavý ležák,Lager,NULL,NULL,"IPL, Polotmavý"
707,Veselé Vánoce 13° American Amber Lager Chinook,Clock,167,NULL,vánoční,single hop,polotmavý speciál India Pale Lager,Lager,Special,NULL,"IPL, Polotmavý"
708,Zlatý prasátko 2014,Clock,167,NULL,vánoční,Neuvedené,Heller Weizenbock ( Weizenbock ),Ale,Wheat,NULL,Wheat Ale
709,Zlatý prasátko 2015,Clock,167,NULL,vánoční,Neuvedené,"Belgian IPA ( India Pale Ale , Ale )",Ale,NULL,NULL,"Belgian, IPA"
710,Zlatý prasátko 2016,Clock,167,NULL,vánoční,Neuvedené,American Saison ( Saison ),Ale,NULL,NULL,Saison
711,Zlatý prasátko 2017,Clock,167,NULL,vánoční,Neuvedené,"Belgian IPA ( India Pale Ale , Ale )",Ale,NULL,NULL,"Belgian, IPA"
712,Zlatý prasátko 2018,Clock,167,NULL,vánoční,Neuvedené,"New England IPA ( India Pale Ale , Ale )",Ale,NULL,NULL,IPA
713,Zlatý prasátko 2019,Clock,167,NULL,vánoční,"kokosové pivo ( ovocné pivo , ochucené pivo )",Pale Ale ( Ale ),Ale,NULL,NULL,NULL
714,Zlatý prasátko 2020 Coconut Golden Ale,Clock,167,NULL,vánoční,"kokosové pivo ( ovocné pivo , ochucené pivo )",Golden Ale ( Ale ),Ale,NULL,NULL,Blond/Golden
715,Zlatý prasátko 2025 NEIPA,Clock,167,NULL,vánoční,Neuvedené,"New England IPA ( India Pale Ale , Ale )",Ale,NULL,NULL,IPA
716,Aronia Sour Afternoon Tea 12,Cobolis / Dark Times,438,442,Neuvedené,"čajové pivo ( ochucené pivo ) aróniové pivo ( ovocné pivo , ochucené pivo )",Sour Ale,Ale,Sour,NULL,NULL
717,Cestovatelské - Tea APA,Cobolis,438,NULL,Neuvedené,čajové pivo ( ochucené pivo ),"American Pale Ale ( Pale Ale , Ale )",Ale,NULL,NULL,American Pale Ale
718,PaDAle,Cobolis / Volt,438,225,Neuvedené,Neuvedené,"Extra Special Bitter ( English Pale Ale , Pale Ale , Ale )",Ale,Special,NULL,English Pale Ale
719,Alcatraz Brut IPA,Cobolis,438,NULL,Neuvedené,single hop,"Double IPA ( India Pale Ale , Ale )",Ale,NULL,NULL,IPA
720,American India Pale Ale 16,Cobolis,438,NULL,Neuvedené,Neuvedené,"American IPA ( India Pale Ale , Ale )",Ale,NULL,NULL,IPA
721,Australian Secret,Cobolis,438,NULL,Neuvedené,Neuvedené,"Double IPA ( India Pale Ale , Ale )",Ale,NULL,NULL,IPA
722,Bald Eagle American IPA 16,Cobolis,438,NULL,Neuvedené,Neuvedené,"American IPA ( India Pale Ale , Ale )",Ale,NULL,NULL,IPA
723,Bavorská pšenice 11,Cobolis,438,NULL,letní,Neuvedené,German Hefeweizen,Ale,Wheat,NULL,Hefeweizen
724,Bavorský Inkvizitor Bavorská pšenice 13,Cobolis,438,NULL,Neuvedené,Neuvedené,German Hefeweizen,Ale,Wheat,NULL,Hefeweizen
725,Berliner Weisse,Cobolis,438,NULL,Neuvedené,Neuvedené,Berliner Weisse,Ale,Sour,Wheat,Berliner Weisse
726,Berliner Weisse s ostružinou,Cobolis,438,NULL,Neuvedené,"ostružinové pivo ( ovocné pivo , ochucené pivo )",Berliner Weisse,Ale,Sour,Wheat,Berliner Weisse
727,Berliner Weisse trnka,Cobolis,438,NULL,Neuvedené,ovocné pivo ( ochucené pivo ),Berliner Weisse,Ale,Sour,Wheat,Berliner Weisse
