id,nazev_pivovaru,detail_nazvu,zeme,typ,mesto,kraj,adresa,zalozeno,ico,ico_obchodni_jmeno,web,prodejna,prodejna_vycap
396,Modrý abbé,NULL,Česká republika,uzavřený pivovar,Klatovy,Plzeňský kraj,"Dobrovského 150,  Klatovy 2",2009,NULL,NULL,NULL,0,0
397,Pašák,NULL,Česká republika,uzavřený pivovar,Plzeň,Plzeňský kraj,"Poděbradova 12, Plzeň, Plzeňský kraj",2010,3556379,Mgr. Zdeněk PASÁK,https://www.pasak.cz/,0,0
398,Patron,NULL,Česká republika,létající pivovar,Rabí,Plzeňský kraj,"Čepice 21, Rabí - Čepice",2015,537501,DROŽSTVO PATRON,https://patron.com,0,0
399,Pivovar Chříč,NULL,Česká republika,restaurační pivovar,Chříč,Plzeňský kraj,Chříč 2,2015,29089051,Pivovar Chříč s.r.o.,https://www.pivovarchric.cz/,1,1
400,Pivovar Petr Petružálek,NULL,Česká republika,minipivovar,Merklín,Plzeňský kraj,"Za školou 383, Merklín",2019,NULL,Petr Petružálek fyzická osoba,https://www.pivovarpetrpetruzalek.cz/,1,1
401,Plzeňský Bandita,NULL,Česká republika,minipivovar,Plzeň,Plzeňský kraj,"Nová 530/5, Plzeň",2018,6111696,Plzeňský bandita s.r.o.,https://www.plzenskybandita.cz,0,1
402,Plzeňský Jarovar,NULL,Česká republika,létající pivovar,Plzeň,Plzeňský kraj,Plzeň,2018,NULL,NULL,https://www.facebook.com/plzenskyjarovar/,0,0
403,Plzeňský Prazdroj,Asahi,Česká republika,průmyslový pivovar,Plzeň,Plzeňský kraj,"U Prazdroje 7, Plzeň",1842,45357366,"Plzeňský Prazdroj, a. s.",https://www.prazdroj.cz/,1,1
404,Pod Lípou Kyšice,NULL,Česká republika,restaurační pivovar,Kyšice,Plzeňský kraj,"Náves 20, Kyšice",2013,NULL,NULL,https://www.pivovarpodlipou.com/,1,1
405,Příšov,NULL,Česká republika,uzavřený pivovar,Příšov,Plzeňský kraj,"Příšov 30, Plzeň-Sever",2015,573043,Obec Příšov,https://www.obec-prisov.cz/,0,0
406,Purkmistr,NULL,Česká republika,restaurační pivovar,Plzeň,Plzeňský kraj,"Selská náves 21/2, Plzeň",2007,NULL,LUKR CZ a.s.,https://www.purkmistr.cz/,1,1
407,Radnice,NULL,Česká republika,minipivovar,Radnice,Plzeňský kraj,"Puchmajerova 606, Radnice",2012,259021,Město Radnice,https://pivovar-radnice.cz/,1,1
408,Radouš,NULL,Česká republika,minipivovar,Druztová,Plzeňský kraj,"Druztová 50, 33007 Šťáhlavy",2011,25100904,VK Radouš s.r.o.,https://pivoradous.cz,1,1
409,Raven,NULL,Česká republika,minipivovar,Plzeň,Plzeňský kraj,"Mozartova 1, Plzeň",2015,17408571,Panorama RAVEN s.r.o.,https://raven.cz,0,0
410,Rodinný pivovar Radobyčice,NULL,Česká republika,restaurační pivovar,Plzeň,Plzeňský kraj,Radobyčická náves 318,2016,87912881,Jitka Holubová fyzická osoba,www.pivovarradobycice.cz,1,1
411,Srní,NULL,Česká republika,restaurační pivovar,Srní,Plzeňský kraj,Srní 45,2013,256081,Obec Srní,https://www.sumava.net/ousrni/,0,1
412,Stará škola,NULL,Česká republika,restaurační pivovar,Chudenice,Plzeňský kraj,"Mírové náměstí 42, Chudenice",2012,29100828,"Stará Škola, spol. s r.o.",http://www2.stara-skola.com/,0,1
413,Staropilsen,NULL,Česká republika,létající pivovar,Plzeň,Plzeňský kraj,"Na Roudné 443/18, Plzeň",2012,29098815,STAROPILSEN s.r.o.,https://staropilsen.cz,1,0
414,Šťáhlavický Pivovar U Šenkýřů,NULL,Česká republika,minipivovar,Šťáhlavice,Plzeňský kraj,"Šťáhlavice 150, Šťáhlavice",2017,NULL,Haneza s.r.o.,https://pivovarstahlavice.cz,1,1
415,TamTam Brewing Co.,NULL,Česká republika,létající pivovar,Plzeň,Plzeňský kraj,"Kpt. Jaroše 1174/17, Plzeň",2024,5755280,Tamara Dolníčková fyzická osoba,https://www.tamtambrewing.com/,1,0
416,The Barn Beer Co.,NULL,Česká republika,létající pivovar,Druztová,Plzeňský kraj,Druztová 50,2020,NULL,The Barn Beer co.,https://pivoradous.cz/barn-2/,1,0
417,U Bizona,NULL,Česká republika,restaurační pivovar,Čižice,Plzeňský kraj,"Čižice 76, Štěnovice",2011,27686639,"RANČ U BIZONA, s.r.o.",ubizona.eu,1,1
418,U Lenocha,NULL,Česká republika,minipivovar,Plzeň,Plzeňský kraj,"Pod Rozhlednou 31, Plzeň",2015,NULL,Pivovar U Lenocha,https://www.pivovarulenocha.cz/,1,1
419,U Přeška,NULL,Česká republika,restaurační pivovar,Přeštice,Plzeňský kraj,"Masarykovo nám. 311, Přeštice",2017,NULL,NULL,https://www.tadyjepreskovo.cz/,1,1
420,U Pujiče,NULL,Česká republika,minipivovar,Lazny,Plzeňský kraj,"Lazny 136, 342 01 Lazny",2014,3940225,Pavel Kašák fyzická osoba,www.pidipivovarek.cz,1,NULL
421,U Rybiček,uzavřeno,Česká republika,uzavřený pivovar,Stříbro,Plzeňský kraj,"Plzeňská 31, Stříbro, Plzeňský kraj",2007,NULL,David Ryba fyzická osoba,NULL,0,0
422,U rytíře Lochoty,uzavřeno,Česká republika,uzavřený pivovar,Plzeň,Plzeňský kraj,"Karlovarská 103, Plzeň",2002,NULL,Alloza s.r.o.,NULL,0,0
423,U Stočesů,NULL,Česká republika,restaurační pivovar,Rokycany,Plzeňský kraj,"Sokolská 282, Rokycany",2011,NULL,100čes s.r.o.,https://www.ustocesu.cz,1,1
424,U Švelchů,NULL,Česká republika,restaurační pivovar,Sušice,Plzeňský kraj,"Nuželická 25, Sušice",2014,NULL,"ŠVELCH, s.r.o.",https://www.pivovarusvelchu.cz/,1,1
425,Vlček,NULL,Česká republika,minipivovar,Horažďovice,Plzeňský kraj,"Strakonická 160, 341 01 Horažďovice",2022,68802820,Pavel Vlček fyzická osoba,www.minipivovarhorazdovice.cz,1,1
426,Zhůřák,NULL,Česká republika,minipivovar,Zhůř,Plzeňský kraj,"Zhůř 138, Zhůř, Česká republika",2013,NULL,Christopher Lewis Baerwaldt fyzická osoba,https://pivovarzhurak.cz/cs,1,1
427,Zlatá kráva,NULL,Česká republika,restaurační pivovar,Nepomuk,Plzeňský kraj,"náměstí Augustina Němejce 416, Nepomuk",2018,8798729,Zlatá kráva gastro s.r.o.,https://www.zlatakrava.cz/,1,1
428,Andělský pivovar,NULL,Česká republika,restaurační pivovar,Praha,Hlavní město Praha,"Lidická 337/30, Praha",2019,7198108,Andělský pivovar s.r.o.,https://www.andelskypivovar.cz/cs,1,1
429,Apa★Che,NULL,Česká republika,uzavřený pivovar,Praha,Hlavní město Praha,Praha,2017,NULL,NULL,NULL,0,0
430,Automat Matuška,NULL,Česká republika,minipivovar,Praha,Hlavní město Praha,"Dejvická 4, Praha",2022,NULL,Dejmat s.r.o,https://automatmatuska.cz,0,0
431,Bad Flash,NULL,Česká republika,minipivovar,Praha,Hlavní město Praha,"Na Pecích 1044, Praha",2021,3155421,Bad Flash Beers s.r.o.,https://www.badflash.cz/,1,1
432,Beaver's And Duck's,NULL,Česká republika,uzavřený pivovar,Praha,Hlavní město Praha,Praha,2018,NULL,NULL,NULL,0,0
433,Beerius,NULL,Česká republika,létající pivovar,Praha,Hlavní město Praha,"Bermanova 1009/12, Praha",2021,9381155,BEERIUS BREWERY s.r.o.,NULL,NULL,0
434,Bohemia Goose,NULL,Česká republika,uzavřený pivovar,Praha,Hlavní město Praha,"Vodičkova 682/20, 110 00 Nové Město",2023,NULL,NULL,NULL,0,0
435,Brew Team,NULL,Česká republika,létající pivovar,Praha,Hlavní město Praha,Praha,2018,NULL,ernie solutions s.r.o.,https://www.facebook.com/brewteamcz/,0,0
436,Břevnovský klášterní pivovar,NULL,Česká republika,minipivovar,Praha,Hlavní město Praha,"Markétská 28/1, Praha 6 - Břevnov",2012,24757896,Břevnovský klášterní pivovar svatého Vojtěcha a.s.,https://brevnovskypivovar.cz/,1,1
437,Bubeneč,NULL,Česká republika,restaurační pivovar,Praha,Hlavní město Praha,"Bubenečská 321/33, Praha",2018,1620436,Bubeneč House a.s.,https://pivovarbubenec.cz/cs/,1,1
438,Cobolis,NULL,Česká republika,restaurační pivovar,Praha,Hlavní město Praha,"Burešova 1661/2,  Praha 8-Kobylisy",2018,NULL,"NOLSIRAT, a.s.",https://cobolis.cz,1,1
439,Craft House Brew,NULL,Česká republika,létající pivovar,Praha,Hlavní město Praha,"Navrátilova 11, Praha",2016,NULL,NULL,https://www.crafthouse.cz/,1,0
440,Crazy Clown,NULL,Česká republika,létající pivovar,Praha,Hlavní město Praha,"Pod Harfou 68, Praha",2016,6048692,CRAZY CLOWN BEER s.r.o.,https://crazyclownbeer.com/cs,1,0
441,Čerstvé pivo,NULL,Česká republika,létající pivovar,Praha,Hlavní město Praha,"Ke Stáčírně 1082/44, Praha",2017,NULL,NULL,NULL,NULL,0
442,Dark Times,Caligula Brewing,Česká republika,létající pivovar,Praha,Hlavní město Praha,"Opatovická 3, Praha",2019,NULL,NULL,https://www.facebook.com/darktimescaligulabrewing/?locale=cs_CZ,0,0
443,Domovar Komár,NULL,Česká republika,létající pivovar,Praha,Hlavní město Praha,Praha,2014,NULL,Domovar Komár,https://domovarkomar.cz,1,0
444,Držseplotu,NULL,Česká republika,létající pivovar,Praha,Hlavní město Praha,"Na Vypichu 1956/28, Praha",2021,NULL,NULL,NULL,NULL,0
445,Dva kohouti,NULL,Česká republika,restaurační pivovar,Praha,Hlavní město Praha,"Sokolovská 81/55, Praha",2018,NULL,"Pilok, s.r.o.",https://www.dvakohouti.ambi.cz/,1,1
446,Erlich Bier,NULL,Česká republika,létající pivovar,Praha,Hlavní město Praha,"Sazovická 11, Praha",2017,NULL,Létající pivovar Erlich Bier,NULL,NULL,0
447,FUZE Praha,NULL,Česká republika,létající pivovar,Praha,Hlavní město Praha,"Na Florenci 2139, Praha",2024,NULL,Pivovar Florenc a.s.,https://www.fuzepraha.cz/,1,0
448,Hangár,NULL,Česká republika,létající pivovar,Praha,Hlavní město Praha,Praha,2017,8393125,Hangar 1013 s.r.o.,https://hangar1013.cz,0,0
449,Heyl Ladronka,NULL,Česká republika,restaurační pivovar,Praha,Hlavní město Praha,"Tomanova 1028/1, Praha",2018,NULL,NULL,NULL,NULL,1
450,Holá řiť,NULL,Česká republika,létající pivovar,Praha,Hlavní město Praha,"Přátelství 64, Uhříněves, Praha",2016,NULL,NULL,https://www.facebook.com/holaritpivovar/?locale=cs_CZ,0,0
451,Holešovický Pražan,NULL,Česká republika,připravovaný pivovar,Praha,Hlavní město Praha,Neuvedeno,Neuvedeno,NULL,NULL,https://www.facebook.com/pivovarprazan/?locale=cs_CZ,0,0
452,HoppyHedgehog,NULL,Česká republika,létající pivovar,Praha,Hlavní město Praha,"Neklanova 126/10, Praha",2020,NULL,NULL,https://hoppyhedgehog.cz,0,0
453,Horák,NULL,Česká republika,létající pivovar,Praha,Hlavní město Praha,"Košíře, Praha",2019,NULL,Pivovar Horák,NULL,NULL,0
454,Horymír,NULL,Česká republika,restaurační pivovar,Praha,Hlavní město Praha,"Horymírovo náměstí 9, Praha",2020,8697825,Pivovar Horymír s.r.o.,https://pivovarhorymir.cz,1,1
455,Hostivar,NULL,Česká republika,restaurační pivovar,Praha,Hlavní město Praha,"Lochotínská 656, Praha",2013,3336883,Mateřská škola Sluníčka Hostivař s.r.o.,https://pivovar-hostivar.cz/,1,1
456,Hostivar H²,NULL,Česká republika,restaurační pivovar,Praha,Hlavní město Praha,"Hornoměcholupská 755/115, Praha",2017,NULL,NULL,https://pivovar-hostivar.cz/h2,1,1
457,Chroust,NULL,Česká republika,létající pivovar,Praha,Hlavní město Praha,"Přerušená 189/4, Praha",2016,1137042,Michal Chroust,https://pivochroust.cz,1,0
458,Isao,NULL,Česká republika,létající pivovar,Praha,Hlavní město Praha,"Sudoměřská 1707/19, Praha",2017,6037402,ISAO s.r.o.,https://isao.com,NULL,0
459,Jihoměstský pivovar,NULL,Česká republika,restaurační pivovar,Praha,Hlavní město Praha,"Podjavorinské 1602/11, Praha 4",2010,NULL,"Jihoměstský pivovar, s.r.o.",https://www.jihomestskypivovar.cz,1,1
460,Kail,NULL,Česká republika,minipivovar,Praha,Hlavní město Praha,"Strakonická 100, Praha",2017,7326793,KAIL brewery s.r.o.,https://www.pivovarkail.cz,1,NULL
461,Kbelský pivovar,NULL,Česká republika,restaurační pivovar,Praha,Hlavní město Praha,"Mladoboleslavská 1122, Praha",2019,4852222,Kbelský pivovar a.s.,https://kbelskypivovar.cz,1,1
462,Klášterní pivovar Strahov,NULL,Česká republika,restaurační pivovar,Praha,Hlavní město Praha,"Strahovské nádvoří 301, Praha 1",2001,NULL,NULL,https://www.klasterni-pivovar.cz/cs,1,1
463,Klínec-Katz,NULL,Česká republika,létající pivovar,Praha,Hlavní město Praha,Praha,2014,5472547,Pivovarské družstvo Klínec-Katz,https://www.facebook.com/klineckatz/?locale=cs_CZ,0,0
464,Kodl & Kodl,NULL,Česká republika,létající pivovar,Praha,Hlavní město Praha,Praha,2020,NULL,NULL,NULL,NULL,0
465,Kolčavka / Nad Kolčavkou,NULL,Česká republika,uzavřený pivovar,Praha,Hlavní město Praha,"Nad Kolčavkou 8, Praha",2014,NULL,NULL,NULL,0,0
466,Kolektivní vina,NULL,Česká republika,létající pivovar,Praha,Hlavní město Praha,Praha,2022,NULL,Létající pivovar Kolektivní vina!,NULL,NULL,0
467,Kompas,NULL,Česká republika,létající pivovar,Praha,Hlavní město Praha,Praha,2022,676268,KOMPAS PRAGOKOMERC v.o.s. v likvidaci,https://pivovarkompas.cz,0,0
468,Lajka,NULL,Česká republika,restaurační pivovar,Praha,Hlavní město Praha,"U Akademie 11, 17000 Praha",2019,24283347,Lajka a spol s.r.o.,https://pivovarlajka.cz,1,1
469,Létající pivovar Knír,NULL,Česká republika,létající pivovar,Praha,Hlavní město Praha,"V Olšinách 1025/29, Praha",2018,5160537,Be-Brew-er s.r.o.,beerknir.cz,1,0
470,Libocký pivovar,NULL,Česká republika,restaurační pivovar,Praha,Hlavní město Praha,"Evropská 209, Praha",2013,8895767,Libocký pivovar s.r.o.,https://www.facebook.com/libockypivovar/?locale=cs_CZ,0,1
471,Loď,NULL,Česká republika,restaurační pivovar,Praha,Hlavní město Praha,"Dvořákovo nábřeží, Praha",2017,569593,MODRÁ LOĎ - bytové družstvo,https://www.lod.cz,1,1
472,Lužiny,NULL,Česká republika,uzavřený pivovar,Praha,Hlavní město Praha,"Archeologická 1, Praha",2014,1747142,"Pivovar Lužiny, s.r.o.",NULL,0,0
473,Malastrana Beer / Interpivo Czech,NULL,Česká republika,létající pivovar,Praha,Hlavní město Praha,"náměstí 14. října 1307/2, Praha",2012,27643344,Pivovar Malastrana a.s.,malastranabeer.com,1,0
474,Malešický mikropivovar,NULL,Česká republika,létající pivovar,Praha,Hlavní město Praha,"Malešická 50, Praha",2014,2895951,"Malešický mikropivovar, s.r.o.",https://malesickymikropivovar.cz,1,0
475,Marina,NULL,Česká republika,restaurační pivovar,Praha,Hlavní město Praha,"Jankovcova 12, Praha",2013,942278,Ing. Marina Jurjevna Šulcová,https://www.pivovarmarina.cz,0,1
476,Métaphore,NULL,Česká republika,létající pivovar,Praha,Hlavní město Praha,Praha,2019,19981708,metaphore s.r.o.,https://metaphore.com,0,0
477,Mikuláš,NULL,Česká republika,připravovaný pivovar,Praha,Hlavní město Praha,Neuvedeno,Neuvedeno,1839101,PIVOVAR MIKULÁŠ s.r.o.,https://www.pivovarmikulas.cz,0,0
478,Moucha,NULL,Česká republika,minipivovar,Praha,Hlavní město Praha,"Údolní 212/1, Praha",2016,1878654,Robin Moucha,https://mouchapivo.cz,1,1
479,Na Lochkově,NULL,Česká republika,restaurační pivovar,Praha,Hlavní město Praha,"Ke Slivenci 36, Praha",2016,NULL,NULL,NULL,NULL,1
480,Nedomlel / Dům várečný na Žižkově,NULL,Česká republika,minipivovar,Praha,Hlavní město Praha,"Víta Nejedlého 509/15, Praha",2018,NULL,NULL,https://www.facebook.com/pivonedomlel/,0,NULL
481,Nota Bene,NULL,Česká republika,uzavřený pivovar,Praha,Hlavní město Praha,"Mikovcova 605/4, Praha",2015,14080150,"NOTA BENE, ADVOKÁTNÍ KANCELÁŘ s.r.o.",https://notabene.ai/,0,0
482,Novoměstský pivovar,NULL,Česká republika,uzavřený pivovar,Praha,Hlavní město Praha,"Vodičkova 20, Praha 1",1993,NULL,Novoměstský pivovar  spol. s r.o.,NULL,0,0
483,O:Var,NULL,Česká republika,létající pivovar,Praha,Hlavní město Praha,"Slepá I 166/13, Praha",2023,2616076,Var Company s.r.o.,NULL,NULL,0
484,Panaczech,NULL,Česká republika,minipivovar,Praha,Hlavní město Praha,"Pod hřištěm 77, 11101 Praha",2020,NULL,Revival of the Titanic s.r.o.,https://www.pivovar-panaczech.cz,1,1
485,Patchwork,NULL,Česká republika,létající pivovar,Praha,Hlavní město Praha,Praha,2017,27039307,Bohemia patchwork klub Praha z.s.,https://patchwork.cz,0,0
486,Pivo Board,NULL,Česká republika,létající pivovar,Praha,Hlavní město Praha,"Dr. Zikmunda Wintra 834/10, Praha",2021,5802717,"VRPix, s.r.o.",https://pivoboard.cz,1,0
487,Pivo Karlín,NULL,Česká republika,restaurační pivovar,Praha,Hlavní město Praha,"Pernerova 691/42, 18600 Praha",2019,NULL,Pivovar Karlín,https://www.pivokarlin.cz/,1,1
488,Pivovar Kolkovna,NULL,Česká republika,restaurační pivovar,Praha,Hlavní město Praha,"Výstaviště 415, 170 00 Praha 7-Bubeneč",2024,14328356,PIVOVAR KOLKOVNA s.r.o.,https://www.pivovarkolkovna.cz/,1,1
489,Pivovar Kunratice,NULL,Česká republika,minipivovar,Praha,Hlavní město Praha,"Vídeňská 405, Praha 4 - Kunratice",2016,3461602,Pivovar Kunratice s.r.o.,https://pivovarmuflon.cz/,1,1
490,Pivovar Národní,NULL,Česká republika,restaurační pivovar,Praha,Hlavní město Praha,"Národní 8, Praha",2015,3453596,PIVOVAR NÁRODNÍ TŘÍDA s.r.o.,https://www.pivovarnarodni.eu/,1,1
491,Pivovar U Dobřenských,NULL,Česká republika,uzavřený pivovar,Praha,Hlavní město Praha,"U Dobřenských 268/3, Praha",2015,NULL,Pivovar U Dobřenských,https://www.udobrenskych.com/,0,0
492,Pivovarský dům Benedict,NULL,Česká republika,restaurační pivovar,Praha,Hlavní město Praha,"Ječná 14, Praha",1998,17062292,Benedict Group s.r.o.,www.pivo-dum.cz,1,1
493,PM Beers,NULL,Česká republika,létající pivovar,Praha,Hlavní město Praha,"Revoluční 1082/8, Praha",2018,NULL,NULL,NULL,NULL,0
494,Počerňák,NULL,Česká republika,restaurační pivovar,Praha,Hlavní město Praha,"Libuňská 631/2, 19300 Praha",2019,24608530,"Počerňák, s.r.o.",https://pocernak.cz/,1,1
495,Počernický pivovar,NULL,Česká republika,minipivovar,Praha,Hlavní město Praha,"Národních hrdinů 3, Praha",2016,27606775,POČERNICKÝ PIVOVAR s.r.o.,https://www.pddp.cz/pocernicky-pivovar/,1,1
496,Potmehúd,NULL,Česká republika,létající pivovar,Praha,Hlavní město Praha,"Podnikatelská 553, Praha",2018,22505989,Potmehúd s.r.o.,https://potmehud.cz,1,0
497,PowerBrew,NULL,Česká republika,minipivovar,Praha,Hlavní město Praha,"Kolbenova 438/7, Praha",2019,6044905,PowerBrew s.r.o.,https://sibeeria.cz/,1,1
498,Pragajaga,NULL,Česká republika,létající pivovar,Praha,Hlavní město Praha,Praha,2017,NULL,NULL,NULL,NULL,0
499,Prager Laffe,NULL,Česká republika,létající pivovar,Praha,Hlavní město Praha,Praha,2012,29129231,"Prager Laffe, s.r.o.",https://www.pragerlaffe.cz/,1,0
500,Pražský most u Valšů / Boršov,NULL,Česká republika,uzavřený pivovar,Praha,Hlavní město Praha,"Betlémská 5, Praha",2008,NULL,NULL,NULL,0,0
501,Prokopák,NULL,Česká republika,restaurační pivovar,Praha,Hlavní město Praha,"Do Klukovic 305, Praha",2020,27050092,Pozemkový spolek Prokopák,https://www.pivovar-prokopak.cz,1,1
502,Risktaker Brewery,NULL,Česká republika,létající pivovar,Praha,Hlavní město Praha,"Chudenická 1059/30, Praha",2019,NULL,Risktaker Brewery s.r.o.,NULL,NULL,0
503,Rodinný pivovar Vik,NULL,Česká republika,minipivovar,Praha,Hlavní město Praha,"U továren 999/31, Praha 15",2020,NULL,Prague beer s.r.o.,https://www.pivovarvik.cz,1,1
504,Royal Czech Beer,NULL,Česká republika,létající pivovar,Praha,Hlavní město Praha,"Štepánska 615/24, Praha",2016,NULL,NULL,https://royalczechbeer.cz,0,0
505,Řeporyje,NULL,Česká republika,restaurační pivovar,Praha,Hlavní město Praha,"K Tržišti 14, Praha",2018,6038140,Industrial park Řeporyje s.r.o.,https://www.facebook.com/pivovarreporyje/?locale=cs_CZ,0,1
506,Římská,NULL,Česká republika,restaurační pivovar,Praha,Hlavní město Praha,"Římská 2135/45, Praha 2-Vinohrady",2018,1502531,Blanka Rímská,https://rimska.cz,1,1
507,Sibeeria,BeerLab,Česká republika,létající pivovar,Praha,Hlavní město Praha,"Slavíkova 10, Praha",2014,NULL,PowerBrew s.r.o.,https://sibeeria.cz,1,0
508,Skylon Brewery,NULL,Česká republika,létající pivovar,Praha,Hlavní město Praha,Praha,2019,7786336,Skylon Brewery s.r.o.,https://www.skylonbrewery.cz/,NULL,0
509,Slepice,NULL,Česká republika,létající pivovar,Praha,Hlavní město Praha,"Václavské náměstí, Praha",2017,22042865,Ohnivá Slepice s.r.o.,NULL,NULL,0
510,Smíchovský Maják,NULL,Česká republika,létající pivovar,Praha,Hlavní město Praha,"Za Ženskými domovy 7, Praha",2016,NULL,NULL,NULL,NULL,0
511,Sousedský pivovar Bašta,NULL,Česká republika,restaurační pivovar,Praha,Hlavní město Praha,"Táborská 389/49, Praha",2007,NULL,"Bašta a spol., s.r.o.",https://pivovar-basta.eatbu.com,1,1
512,Spojovna,NULL,Česká republika,restaurační pivovar,Praha,Hlavní město Praha,"U Kunratického Lesa 1801, Praha",2018,5622247,"Pivovar SPOJOVNA, a.s.",https://pivovarspojovna.cz,1,1
513,SQBRU [skjuːbru],NULL,Česká republika,létající pivovar,Praha,Hlavní město Praha,Praha,2017,NULL,NULL,NULL,NULL,0
514,Staropramen,MolsonCoors,Česká republika,průmyslový pivovar,Praha,Hlavní město Praha,"Nádražní 84, Praha 5",1869,24240711,Pivovary Staropramen s.r.o.,https://www.pivovary-staropramen.cz/,1,1
515,Starosta,NULL,Česká republika,létající pivovar,Praha,Hlavní město Praha,"Pobřežní 394/12, Praha",2013,1503723,Starosta s.r.o.,https://www.starosta.cz/,0,0
516,Strašnický pivovar,domovarnictví,Česká republika,domovarnictví,Praha,Hlavní město Praha,Praha Strašnice,Neuvedeno,NULL,NULL,NULL,0,0
517,Sukin Syn,NULL,Česká republika,létající pivovar,Praha,Hlavní město Praha,"Krymská 36, Praha",2018,NULL,NULL,NULL,NULL,0
518,Svatý Petr,NULL,Česká republika,létající pivovar,Praha,Hlavní město Praha,"Nádražní 762/32, Praha",2019,19868880,"Chalet Svatý Petr, s.r.o.",https://apartman-sv-petr.webnode.cz/,0,0
519,Šedivák,NULL,Česká republika,restaurační pivovar,Praha,Hlavní město Praha,"Katovická 410/6, Praha 8",2014,13968254,Daniel Šedivák,https://www.sedivak.cz,0,1
520,Školička - Minipivovar Beznoska,NULL,Česká republika,restaurační pivovar,Praha,Hlavní město Praha,"Klíčovská 11, Praha",2013,NULL,NULL,NULL,NULL,1
521,Školní minipivovar Podskalská,NULL,Česká republika,domovarnictví,Praha,Hlavní město Praha,"Podskalská 10, Praha",2007,NULL,Střední průmyslová škola potravinářské technologie,https://www.podskalska.cz,0,0
522,Školní pivovar Praha - Suchdol,NULL,Česká republika,minipivovar,Praha,Hlavní město Praha,"Kamýcká 129, Praha 6 - Suchdol",2006,NULL,Česká zemědělská univerzita,https://pivovar.tf.czu.cz/,1,1
523,To Sødeten,NULL,Česká republika,létající pivovar,Praha,Hlavní město Praha,Praha,2018,NULL,To Sødeten,NULL,NULL,0
524,Trilobit,NULL,Česká republika,minipivovar,Praha,Hlavní město Praha,"U Libeňského pivovaru 1499, Praha",2018,5702402,PIVOVAR TRILOBIT s.r.o.,https://pivovartrilobit.cz,0,0
525,Třebonický rukodělný pivovárek,NULL,Česká republika,restaurační pivovar,Praha,Hlavní město Praha,"K Řeporyjím 4, Praha - Třebonice",2010,64566986,David Staněk fyzická osoba,www.pivovartrebonice.com,1,1
526,Two Tales Brewing,NULL,Česká republika,létající pivovar,Praha,Hlavní město Praha,"Náměstí Míru 1221/4, Praha",2014,NULL,Two Tales Brewing s.r.o.,NULL,NULL,0
527,U Bulovky,NULL,Česká republika,restaurační pivovar,Praha,Hlavní město Praha,"Bulovka 17, Praha",2004,66040744,František Richter fyzická osoba,https://pivovarubulovky.cz,1,1
528,U Dvou koček,NULL,Česká republika,uzavřený pivovar,Praha,Hlavní město Praha,"Uhelný trh 10, Praha",2010,8239843,Mydlárna U Dvou koček s.r.o.,https://udvoukocek.cz,0,0
529,U Fleků,NULL,Česká republika,restaurační pivovar,Praha,Hlavní město Praha,"Křemencova 11, Praha",1499,25677284,PIVOVAR A RESTAURACE U FLEKŮ s.r.o.,https://ufleku.cz,1,1
530,U Medvídků,NULL,Česká republika,restaurační pivovar,Praha,Hlavní město Praha,"Na Perštýně 7, Praha 1",2005,28710843,U Dvou medvídků s.r.o.,https://umedvidku.cz/cs/,1,1
531,U Supa,NULL,Česká republika,uzavřený pivovar,Praha,Hlavní město Praha,"Celetná 22, Praha 1",2017,26449030,"U SUPA, s.r.o.",https://www.pivovarusupa.cz/,0,0
532,U Tří růží,NULL,Česká republika,restaurační pivovar,Praha,Hlavní město Praha,"Husova 10, Praha 1",2012,NULL,NULL,https://www.utriruzi.cz/en/home/,1,1
533,Uhříněves,NULL,Česká republika,minipivovar,Praha,Hlavní město Praha,"K sokolovně 37, Praha",2016,3844951,PIVOVAR UHŘÍNĚVES s.r.o.,https://www.upiva.cz,1,1
534,Victor,NULL,Česká republika,restaurační pivovar,Praha,Hlavní město Praha,"Husitská 72, Praha",2011,1132997,Diego Victor Van Den Braver,http://www.pivovarvictor.cz/,1,1
535,Vinohradský pivovar,NULL,Česká republika,restaurační pivovar,Praha,Hlavní město Praha,"Korunní 106, Praha 10",2014,1551906,"Vinohradský pivovar, a.s.",https://www.vinohradskypivovar.cz/,1,1
536,Vojanův dvůr,NULL,Česká republika,restaurační pivovar,Praha,Hlavní město Praha,"U Lužického semináře 21, Praha 1",2018,24196240,Vojanův dvůr s.r.o.,https://www.vojanuvdvur.cz/,1,1
537,Vrátnice Craft Beers,NULL,Česká republika,létající pivovar,Praha,Hlavní město Praha,"Thámova 221/7, Praha",2021,9888349,Vrátnice Craft Beers s.r.o.,NULL,NULL,0
538,War Brewery,NULL,Česká republika,létající pivovar,Praha,Hlavní město Praha,"Mladoboleslavská 968, Praha",2019,NULL,NULL,NULL,NULL,0
539,WildCock,NULL,Česká republika,létající pivovar,Praha,Hlavní město Praha,"Revoluční 1403/28, Praha",2020,NULL,NULL,NULL,NULL,0
540,Yonder Folk Brewing / First Order Brewing,NULL,Česká republika,létající pivovar,Praha,Hlavní město Praha,"Naskové 1318/1d, Praha",2017,NULL,NULL,NULL,NULL,0
541,Zbraslavská koza,NULL,Česká republika,létající pivovar,Praha,Hlavní město Praha,"Zbraslav, Praha",2017,NULL,Létající pivovar Zbraslavská koza,NULL,NULL,0
542,Zemský akciový pivovar,NULL,Česká republika,létající pivovar,Praha,Hlavní město Praha,Praha,2013,NULL,NULL,NULL,NULL,0
